"lon","lat","dist"
30.5,-60.5,16.826792780693
31.5,-60.5,16.8817481132677
32.5,-60.5,16.9367034458424
33.5,-60.5,16.991658778417
34.5,-60.5,17.0466141109917
35.5,-60.5,17.1015694435664
36.5,-60.5,17.1565247761411
37.5,-60.5,17.2114801087158
38.5,-60.5,17.2664354412905
39.5,-60.5,17.3213907738652
40.5,-60.5,17.3763461064399
41.5,-60.5,17.4313014390146
42.5,-60.5,17.4862567715892
43.5,-60.5,17.5412121041639
44.5,-60.5,17.5961674367386
45.5,-60.5,17.6511227693133
46.5,-60.5,17.706078101888
47.5,-60.5,17.7610334344627
48.5,-60.5,17.8159887670374
49.5,-60.5,17.925896261801
51.5,-60.5,17.9808515943757
52.5,-60.5,18.0358069269504
53.5,-60.5,18.090762259525
54.5,-60.5,18.1457175920997
55.5,-60.5,18.2006729246744
56.5,-60.5,18.2556282572491
57.5,-60.5,18.3105835898238
58.5,-60.5,18.3655389223985
59.5,-60.5,18.4204942549732
60.5,-60.5,18.4754495875479
61.5,-60.5,18.5304049201226
62.5,-60.5,18.5853602526972
63.5,-60.5,18.6403155852719
64.5,-60.5,18.6952709178466
65.5,-60.5,18.7502262504213
66.5,-60.5,18.805181582996
67.5,-60.5,18.8601369155707
68.5,-60.5,18.9150922481454
69.5,-60.5,18.9700475807201
70.5,-60.5,19.0250029132948
71.5,-60.5,19.0799582458695
72.5,-60.5,19.1349135784441
73.5,-60.5,19.1898689110188
74.5,-60.5,19.2448242435935
75.5,-60.5,19.2997795761682
76.5,-60.5,19.3547349087429
77.5,-60.5,19.4096902413176
78.5,-60.5,19.4646455738923
79.5,-60.5,19.519600906467
80.5,-60.5,19.5745562390417
81.5,-60.5,19.6295115716164
82.5,-60.5,19.684466904191
83.5,-60.5,19.7394222367657
84.5,-60.5,19.7943775693404
85.5,-60.5,19.8493329019151
86.5,-60.5,19.9042882344898
87.5,-60.5,19.9592435670645
88.5,-60.5,20.0141988996392
89.5,-60.5,20.0691542322139
90.5,-60.5,20.1241095647886
91.5,-60.5,20.1790648973633
92.5,-60.5,20.2340202299379
93.5,-60.5,20.2889755625126
94.5,-60.5,20.3439308950873
95.5,-60.5,20.398886227662
96.5,-60.5,20.4538415602367
97.5,-60.5,20.5087968928114
98.5,-60.5,20.5637522253861
99.5,-60.5,20.6187075579608
100.5,-60.5,20.6736628905355
101.5,-60.5,20.7286182231101
102.5,-60.5,20.7835735556848
103.5,-60.5,20.8385288882595
104.5,-60.5,20.8934842208342
105.5,-60.5,20.9484395534089
106.5,-60.5,21.0033948859836
107.5,-60.5,21.0583502185583
108.5,-60.5,21.113305551133
109.5,-60.5,21.1682608837077
110.5,-60.5,21.2232162162824
111.5,-60.5,21.278171548857
112.5,-60.5,21.3331268814317
113.5,-60.5,21.3880822140064
114.5,-60.5,21.4430375465811
115.5,-60.5,21.4979928791558
116.5,-60.5,21.5529482117305
117.5,-60.5,21.6079035443052
118.5,-60.5,21.6628588768799
119.5,-60.5,21.7178142094546
120.5,-60.5,21.7727695420293
121.5,-60.5,21.8277248746039
122.5,-60.5,21.8826802071786
123.5,-60.5,21.9376355397533
124.5,-60.5,21.992590872328
125.5,-60.5,22.0475462049027
126.5,-60.5,22.1025015374774
127.5,-60.5,22.1574568700521
128.5,-60.5,22.2124122026268
129.5,-60.5,22.2673675352015
130.5,-60.5,22.3223228677761
131.5,-60.5,22.3772782003508
132.5,-60.5,22.4322335329255
133.5,-60.5,22.4871888655002
134.5,-60.5,22.5421441980749
135.5,-60.5,22.5970995306496
136.5,-60.5,22.6520548632243
137.5,-60.5,22.707010195799
138.5,-60.5,22.7619655283737
139.5,-60.5,22.8169208609484
140.5,-60.5,22.871876193523
141.5,-60.5,22.9268315260977
142.5,-60.5,22.9817868586724
143.5,-60.5,23.0367421912471
144.5,-60.5,23.0916975238218
145.5,-60.5,23.1466528563965
146.5,-60.5,23.2016081889712
147.5,-60.5,23.2565635215459
148.5,-60.5,23.3115188541206
149.5,-60.5,23.3664741866953
150.5,-60.5,23.4214295192699
151.5,-60.5,23.4763848518446
152.5,-60.5,23.5313401844193
153.5,-60.5,23.586295516994
154.5,-60.5,23.6412508495687
155.5,-60.5,23.6962061821434
156.5,-60.5,23.7511615147181
157.5,-60.5,23.8061168472928
158.5,-60.5,23.8610721798675
159.5,-60.5,23.9160275124421
160.5,-60.5,23.9709828450168
161.5,-60.5,24.0259381775915
162.5,-60.5,24.0808935101662
163.5,-60.5,24.1358488427409
164.5,-60.5,24.1908041753156
165.5,-60.5,24.2457595078903
166.5,-60.5,24.300714840465
167.5,-60.5,24.3556701730397
168.5,-60.5,24.4106255056144
169.5,-60.5,24.465580838189
170.5,-60.5,24.5769931115557
170.5,-59.5,24.6883882249253
170.5,-58.5,24.7997658613177
170.5,-57.5,24.9111257252881
170.5,-56.5,25.0224675432736
170.5,-55.5,25.133791063912
170.5,-54.5,25.2450960583332
170.5,-53.5,25.3563823204215
170.5,-52.5,25.4676496670497
170.5,-51.5,25.5788979382844
170.5,-50.5,25.6901269975621
170.5,-49.5,25.8013367318365
170.5,-48.5,25.912527051696
170.5,-47.5,26.0236978914532
170.5,-46.5,26.4681859685517
170.5,-42.5,26.5792592553458
170.5,-41.5,26.6903131674029
170.5,-40.5,26.801347805139
170.5,-39.5,26.9123632923578
170.5,-38.5,27.0233597760809
170.5,-37.5,27.1343374263498
170.5,-36.5,27.2452964359999
170.5,-35.5,27.3562370204084
170.5,-34.5,27.4671594172152
170.5,-33.5,27.5780638860173
170.5,-32.5,27.6889507080379
170.5,-31.5,27.7998201857701
170.5,-30.5,27.9106726425955
170.5,-29.5,28.0215084223787
170.5,-28.5,28.1323278890385
170.5,-27.5,28.2431314260953
170.5,-26.5,28.3539194361965
170.5,-25.5,28.4646923406192
170.5,-24.5,28.5754505787528
170.5,-23.5,28.6861946075597
170.5,-22.5,28.7969249010168
170.5,-21.5,28.9076419495373
170.5,-20.5,29.0183462593747
170.5,-19.5,29.1290383520073
170.5,-18.5,29.2397187635077
170.5,-17.5,29.350388043894
170.5,-16.5,29.4610467564667
170.5,-15.5,29.5716954771302
170.5,-14.5,29.6823347937002
170.5,-13.5,29.792965305198
170.5,-12.5,29.9035876211327
170.5,-11.5,30.0142023607709
170.5,-10.5,30.1248101523965
170.5,-9.5,30.2354116325602
170.5,-8.5,30.3460074453195
170.5,-7.5,30.4565982414713
170.5,-6.5,30.567184677776
170.5,-5.5,30.6777674161761
170.5,-4.5,30.7883471230086
170.5,-3.5,30.8989244682122
170.5,-2.5,31.0095001245313
170.5,-1.5,31.1200747667167
170.5,-0.5,31.2306490707236
170.5,0.5,31.341223712909
170.5,1.5,31.4517993692281
170.5,2.5,31.5623767144317
170.5,3.5,31.6729564212642
170.5,4.5,31.7835391596643
170.5,5.5,31.894125595969
170.5,6.5,32.0047163921208
170.5,7.5,32.1153122048801
170.5,8.5,32.2259136850437
170.5,9.5,32.3365214766694
170.5,10.5,32.4471362163076
170.5,11.5,32.5577585322423
170.5,12.5,32.6683890437401
170.5,13.5,32.7790283603101
170.5,14.5,32.8896770809736
170.5,15.5,33.0003357935463
170.5,16.5,33.1110050739326
170.5,17.5,33.221685485433
170.5,18.5,33.3323775780656
170.5,19.5,33.443081887903
170.5,20.5,33.5537989364235
170.5,21.5,33.6645292298806
170.5,22.5,33.7752732586875
170.5,23.5,33.8860314968211
170.5,24.5,33.9968044012438
170.5,25.5,34.107592411345
170.5,26.5,34.2183959484018
170.5,27.5,34.3292154150616
170.5,28.5,34.4400511948448
170.5,29.5,34.5509036516702
170.5,30.5,34.6617731294024
170.5,31.5,34.772659951423
170.5,32.5,34.8835644202251
170.5,33.5,34.9944868170319
170.5,34.5,35.1054274014404
170.5,35.5,35.2163864110905
170.5,36.5,35.3273640613594
170.5,37.5,35.4383605450825
170.5,38.5,35.5493760323013
170.5,39.5,35.6604106700374
170.5,40.5,35.7714645820946
170.5,41.5,35.8825378688886
170.5,42.5,35.9936306073048
170.5,43.5,36.1047428505839
170.5,44.5,36.2158746282367
170.5,45.5,36.3270259459871
170.5,46.5,36.4381967857443
170.5,47.5,36.5493871056038
170.5,48.5,36.6605968398782
170.5,49.5,36.7718258991559
170.5,50.5,36.8830741703906
170.5,51.5,36.9943415170188
170.5,52.5,37.1056277791071
170.5,53.5,37.2169327735283
170.5,54.5,37.3282562941667
170.5,55.5,37.4395981121522
170.5,56.5,37.5509579761226
170.5,57.5,37.662335612515
170.5,58.5,37.7737307258846
